name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation
Allan Hills 06005,44862,Valid,H~5,6,Found,01/01/2006,-76.70522,158.77838,(-76.70522; 158.77838)
Allan Hills 06006,44863,Valid,H~5,280.9,Found,01/01/2006,-76.70558,158.77587,(-76.70558; 158.77587)
Allan Hills 06007,44864,Valid,H5,226.3,Found,01/01/2006,-76.70552,158.77583,(-76.70552; 158.77583)
Allan Hills 06008,44865,Valid,H~5,120,Found,01/01/2006,-76.70552,158.77485,(-76.70552; 158.77485)
Allan Hills 06009,44866,Valid,H~5,28.6,Found,01/01/2006,-76.71215,158.77527,(-76.71215; 158.77527)
Allan Hills 06010,44867,Valid,H~5,1.08,Found,01/01/2006,-76.71263,158.77862,(-76.71263; 158.77862)
Allan Hills 06011,44868,Valid,H~5,24.3,Found,01/01/2006,-76.71255,158.7786,(-76.71255; 158.7786)
Allan Hills 06012,44869,Valid,H5,91,Found,01/01/2006,-76.71733,158.77398,(-76.71733; 158.77398)
Allan Hills 09001,55346,Valid,L5/6,0.5,Found,01/01/2009,-76.74403,159.37238,(-76.74403; 159.37238)
Allan Hills 09002,55347,Valid,L6,71.6,Found,01/01/2009,-76.74245,159.37458,(-76.74245; 159.37458)
Allan Hills 09003,55348,Valid,L6,15.5,Found,01/01/2009,-76.74245,159.37458,(-76.74245; 159.37458)
Allan Hills 09004,52119,Valid,Howardite,221.7,Found,01/01/2009,0,0,(0.0; 0.0)
Allan Hills 09005,55797,Valid,L5,122.3,Found,01/01/2009,0,0,(0.0; 0.0)
Allan Hills 09006,55798,Valid,H5,104.3,Found,01/01/2009,0,0,(0.0; 0.0)
Allan Hills 09008,55799,Valid,H5,31.3,Found,01/01/2009,0,0,(0.0; 0.0)
Allan Hills 09009,55800,Valid,L6,24.8,Found,01/01/2009,0,0,(0.0; 0.0)
Allan Hills 09010,55801,Valid,L3.4,2.6,Found,01/01/2009,0,0,(0.0; 0.0)
Allan Hills 09011,55802,Valid,LL6,14.2,Found,01/01/2009,0,0,(0.0; 0.0)
Allan Hills 09012,55794,Valid,L6,18.1,Found,01/01/2009,0,0,(0.0; 0.0)
Allan Hills 09013,55795,Valid,L6,25.5,Found,01/01/2009,0,0,(0.0; 0.0)
Allan Hills 09014,55796,Valid,L5,30.2,Found,01/01/2009,0,0,(0.0; 0.0)
Allan Hills 10910,56771,Valid,L5,444.1,Found,01/01/2010,0,0,(0.0; 0.0)
Allan Hills 10911,56772,Valid,L6,218.9,Found,01/01/2010,0,0,(0.0; 0.0)
Allan Hills 10912,56773,Valid,H6,60.3,Found,01/01/2010,0,0,(0.0; 0.0)
Allan Hills 82100,476,Valid,CM2,24.3,Found,01/01/1982,-76.97691,156.93841,(-76.97691; 156.93841)
Allan Hills 82101,477,Valid,CO3.4,29.1,Found,01/01/1982,-76.88426,156.93086,(-76.88426; 156.93086)
Allan Hills 82102,478,Valid,H5,48.1,Found,01/01/1982,-77.04666,157.24407,(-77.04666; 157.24407)
Allan Hills 82103,479,Valid,H5,2529.2,Found,01/01/1982,-76.89661,156.99137,(-76.89661; 156.99137)
Allan Hills 82104,480,Valid,L5,398.8,Found,01/01/1982,-77.05074,157.19834,(-77.05074; 157.19834)
Allan Hills 82105,481,Valid,L6,363.3,Found,01/01/1982,-77.04867,157.18333,(-77.04867; 157.18333)
Allan Hills 82106,482,Valid,Ureilite,35.1,Found,01/01/1982,-77.03788,157.2516,(-77.03788; 157.2516)
Allan Hills 82107,483,Valid,L5,9.2,Found,01/01/1982,-76.97697,156.91541,(-76.97697; 156.91541)
Allan Hills 82108,484,Valid,H5,13.5,Found,01/01/1982,-76.96353,156.9203,(-76.96353; 156.9203)
Allan Hills 82109,485,Valid,H5,47.2,Found,01/01/1982,-77.02778,157.03028,(-77.02778; 157.03028)
Allan Hills 82110,486,Valid,H3.6,39.3,Found,01/01/1982,-77.03342,157.25235,(-77.03342; 157.25235)
Allan Hills 82111,487,Valid,L6,63,Found,01/01/1982,-76.91278,156.97551,(-76.91278; 156.97551)
Allan Hills 82112,488,Valid,H5,28.3,Found,01/01/1982,-76.96674,156.91777,(-76.96674; 156.91777)
Allan Hills 82113,489,Valid,H6,61.2,Found,01/01/1982,-76.97126,156.90291,(-76.97126; 156.90291)
Allan Hills 82114,490,Valid,H5,40.7,Found,01/01/1982,-77.03648,157.23968,(-77.03648; 157.23968)
Allan Hills 82115,491,Valid,H5,48.5,Found,01/01/1982,-76.97442,156.90877,(-76.97442; 156.90877)
Allan Hills 82116,492,Valid,H6,18.4,Found,01/01/1982,-77.03694,157.04639,(-77.03694; 157.04639)
Allan Hills 82117,493,Valid,L5,4.2,Found,01/01/1982,-77.04025,157.2305,(-77.04025; 157.2305)
Allan Hills 82118,494,Valid,L6,110.9,Found,01/01/1982,-77.04408,157.2676,(-77.04408; 157.2676)
Allan Hills 82119,495,Valid,H5,23.9,Found,01/01/1982,-76.9791,156.92267,(-76.9791; 156.92267)
Allan Hills 82120,496,Valid,H5,7.2,Found,01/01/1982,-76.90581,157.00988,(-76.90581; 157.00988)
Allan Hills 82121,497,Valid,L6,2.4,Found,01/01/1982,-77.03722,157.23658,(-77.03722; 157.23658)
Allan Hills 82122,498,Valid,H5,142,Found,01/01/1982,-76.98507,156.90009,(-76.98507; 156.90009)
Allan Hills 82123,499,Valid,L6,110.8,Found,01/01/1982,-76.94677,156.92971,(-76.94677; 156.92971)
Allan Hills 82124,500,Valid,H6,25.8,Found,01/01/1982,-77.03811,157.24166,(-77.03811; 157.24166)
Allan Hills 82125,501,Valid,L6,178.4,Found,01/01/1982,-76.98262,156.90998,(-76.98262; 156.90998)
Allan Hills 82126,502,Valid,H4,139.9,Found,01/01/1982,-76.90692,157.0235,(-76.90692; 157.0235)
Allan Hills 82127,503,Valid,H6,5.1,Found,01/01/1982,-76.96966,156.90165,(-76.96966; 156.90165)
Allan Hills 82128,504,Valid,H4,15.2,Found,01/01/1982,-76.96339,156.91969,(-76.96339; 156.91969)
Allan Hills 82129,505,Valid,H5,14.1,Found,01/01/1982,-76.97495,156.91895,(-76.97495; 156.91895)
Allan Hills 82130,506,Valid,Ureilite,44.6,Found,01/01/1982,-77.04237,157.25116,(-77.04237; 157.25116)
Allan Hills 82131,507,Valid,CM2,1,Found,01/01/1982,-76.88366,156.92815,(-76.88366; 156.92815)
Allan Hills 82132,508,Valid,EH4,5.9,Found,01/01/1982,-76.97583,156.94856,(-76.97583; 156.94856)
Allan Hills 82133,509,Valid,H4,19.7,Found,01/01/1982,-76.90256,157.02793,(-76.90256; 157.02793)
Allan Hills 82134,510,Valid,H5,28.2,Found,01/01/1982,-76.88761,156.93792,(-76.88761; 156.93792)
Allan Hills 82135,511,Valid,CK4,12.1,Found,01/01/1982,-76.91276,156.97559,(-76.91276; 156.97559)
Allan Hills 82136,512,Valid,H4,4.3,Found,01/01/1982,-76.90694,157.02548,(-76.90694; 157.02548)
Allan Hills 82137,513,Valid,L5,10.8,Found,01/01/1982,-77.02778,157.02833,(-77.02778; 157.02833)
Allan Hills 82138,514,Valid,H6,5,Found,01/01/1982,-76.97795,156.92687,(-76.97795; 156.92687)
Allan Hills 82139,515,Valid,L6,0.2,Found,01/01/1982,-77.05047,157.25814,(-77.05047; 157.25814)
Allan Hills 82140,516,Valid,L6,0.3,Found,01/01/1982,-77.04673,157.28252,(-77.04673; 157.28252)
Allan Hills 82141,517,Valid,H5,0.6,Found,01/01/1982,-77.03743,157.23679,(-77.03743; 157.23679)
Allan Hills 82142,518,Valid,L6,20,Found,01/01/1982,-76.89166,156.96457,(-76.89166; 156.96457)
Allan Hills 82143,519,Valid,H6,3.5,Found,01/01/1982,-76.92489,156.93821,(-76.92489; 156.93821)
Allan Hills 82144,520,Valid,H5,7.3,Found,01/01/1982,-77.04713,157.28227,(-77.04713; 157.28227)
Allan Hills 83001,521,Valid,L4,1568.6,Found,01/01/1983,-76.72109,158.73715,(-76.72109; 158.73715)
Allan Hills 83002,522,Valid,L5,367.1,Found,01/01/1983,-76.71158,158.77453,(-76.71158; 158.77453)
Allan Hills 83003,523,Valid,H5,321.8,Found,01/01/1983,-76.71111,159.42472,(-76.71111; 159.42472)
Allan Hills 83004,524,Valid,L6,813.9,Found,01/01/1983,-76.81849,158.15713,(-76.81849; 158.15713)
Allan Hills 83005,525,Valid,H5,227.9,Found,01/01/1983,-76.74472,159.40472,(-76.74472; 159.40472)
Allan Hills 83006,526,Valid,H5,230.2,Found,01/01/1983,-76.7188,158.77155,(-76.7188; 158.77155)
Allan Hills 83007,527,Valid,LL3.4,285,Found,01/01/1983,-76.76806,159.33944,(-76.76806; 159.33944)
Allan Hills 83008,528,Valid,L3.4-3.7,272,Found,01/01/1983,-76.69167,159.37306,(-76.69167; 159.37306)
Allan Hills 83009,529,Valid,Aubrite,1.7,Found,01/01/1983,-76.82204,158.20666,(-76.82204; 158.20666)
Allan Hills 83010,530,Valid,LL3.3,395.2,Found,01/01/1983,-76.76991,158.1405,(-76.76991; 158.1405)
Allan Hills 83011,531,Valid,L5,213.3,Found,01/01/1983,-76.69389,159.3875,(-76.69389; 159.3875)
Allan Hills 83012,532,Valid,H5,202.7,Found,01/01/1983,-76.71356,158.77754,(-76.71356; 158.77754)
Allan Hills 83013,533,Valid,H6,246.3,Found,01/01/1983,-76.75889,159.34611,(-76.75889; 159.34611)
Allan Hills 83014,534,Valid,Ureilite,1.3,Found,01/01/1983,-76.82229,158.23233,(-76.82229; 158.23233)
Allan Hills 83015,535,Valid,Aubrite,3.1,Found,01/01/1983,-76.82221,158.21305,(-76.82221; 158.21305)
Allan Hills 83016,536,Valid,CM2,4.1,Found,01/01/1983,-76.82256,158.20601,(-76.82256; 158.20601)
Allan Hills 83017,537,Valid,L3.5,0.6,Found,01/01/1983,-76.82235,158.20609,(-76.82235; 158.20609)
Allan Hills 83018,538,Valid,EL6,3.7,Found,01/01/1983,-76.82236,158.24213,(-76.82236; 158.24213)
Allan Hills 83019,539,Valid,H4,2.6,Found,01/01/1983,-76.82229,158.24188,(-76.82229; 158.24188)
Allan Hills 83020,540,Valid,H5,2.9,Found,01/01/1983,-76.81315,158.06767,(-76.81315; 158.06767)
Allan Hills 83021,541,Valid,L6,42.4,Found,01/01/1983,-76.69694,159.39028,(-76.69694; 159.39028)
Allan Hills 83022,542,Valid,LL6,5.4,Found,01/01/1983,-76.81791,158.19091,(-76.81791; 158.19091)
Allan Hills 83023,543,Valid,L4,4.2,Found,01/01/1983,-76.82248,158.20557,(-76.82248; 158.20557)
Allan Hills 83024,544,Valid,H6,6.2,Found,01/01/1983,-76.82106,158.21255,(-76.82106; 158.21255)
Allan Hills 83025,545,Valid,H5,77.8,Found,01/01/1983,-76.69139,159.3825,(-76.69139; 159.3825)
Allan Hills 83026,546,Valid,CO3,0.1,Found,01/01/1983,-76.82234,158.21493,(-76.82234; 158.21493)
Allan Hills 83027,547,Valid,L6,2.7,Found,01/01/1983,-76.82234,158.215,(-76.82234; 158.215)
Allan Hills 83028,548,Valid,H6,16,Found,01/01/1983,-76.72278,159.36972,(-76.72278; 159.36972)
Allan Hills 83029,549,Valid,H5,96.2,Found,01/01/1983,-76.8243,158.22801,(-76.8243; 158.22801)
Allan Hills 83030,550,Valid,H5,48.7,Found,01/01/1983,-76.69111,159.38444,(-76.69111; 159.38444)
Allan Hills 83031,551,Valid,H5,10.4,Found,01/01/1983,-76.69361,159.39167,(-76.69361; 159.39167)
Allan Hills 83032,552,Valid,LL6,2.9,Found,01/01/1983,-76.82214,158.23429,(-76.82214; 158.23429)
Allan Hills 83033,553,Valid,L6,20.7,Found,01/01/1983,-76.69167,159.38472,(-76.69167; 159.38472)
Allan Hills 83034,554,Valid,H5,6.5,Found,01/01/1983,-76.69944,159.39056,(-76.69944; 159.39056)
Allan Hills 83035,555,Valid,H5,1.2,Found,01/01/1983,-76.82228,158.21366,(-76.82228; 158.21366)
Allan Hills 83036,556,Valid,H5,24.3,Found,01/01/1983,-76.69639,159.39556,(-76.69639; 159.39556)
Allan Hills 83037,557,Valid,H5,2.5,Found,01/01/1983,-76.82235,158.21503,(-76.82235; 158.21503)
Allan Hills 83038,558,Valid,L3.8,86.5,Found,01/01/1983,-76.71769,159.36411,(-76.71769; 159.36411)
Allan Hills 83039,559,Valid,H5,6.3,Found,01/01/1983,-76.69806,159.3975,(-76.69806; 159.3975)
Allan Hills 83040,560,Valid,H5,77.9,Found,01/01/1983,-76.69083,159.37139,(-76.69083; 159.37139)
Allan Hills 83041,561,Valid,L6,0.3,Found,01/01/1983,-76.82236,158.21482,(-76.82236; 158.21482)
Allan Hills 83042,562,Valid,H3.6,0.5,Found,01/01/1983,-76.81765,158.19001,(-76.81765; 158.19001)
Allan Hills 83043,563,Valid,L6,2.7,Found,01/01/1983,-76.82199,158.21505,(-76.82199; 158.21505)
Allan Hills 83044,564,Valid,H5,4.8,Found,01/01/1983,-76.82133,158.17741,(-76.82133; 158.17741)
Allan Hills 83045,565,Valid,L5,1.6,Found,01/01/1983,-76.82268,158.21812,(-76.82268; 158.21812)
Allan Hills 83046,566,Valid,H5,32.9,Found,01/01/1983,-76.82584,158.22437,(-76.82584; 158.22437)
Allan Hills 83047,567,Valid,H5,20,Found,01/01/1983,-76.69917,159.39861,(-76.69917; 159.39861)
Allan Hills 83048,568,Valid,L5,2.3,Found,01/01/1983,-76.69694,159.39695,(-76.69694; 159.39695)
Allan Hills 83049,569,Valid,H5,6.1,Found,01/01/1983,-76.69167,159.38528,(-76.69167; 159.38528)
Allan Hills 83050,570,Valid,H6,9.7,Found,01/01/1983,-76.69389,159.3875,(-76.69389; 159.3875)
Allan Hills 83051,571,Valid,H5,16.5,Found,01/01/1983,-76.71667,159.66667,(-76.71667; 159.66667)
Allan Hills 83052,572,Valid,L6,52.8,Found,01/01/1983,-76.82326,158.21348,(-76.82326; 158.21348)
Allan Hills 83053,573,Valid,H5,63.2,Found,01/01/1983,-76.71838,158.76949,(-76.71838; 158.76949)
Allan Hills 83054,574,Valid,LL6,16.8,Found,01/01/1983,-76.82277,158.21888,(-76.82277; 158.21888)
Allan Hills 83055,575,Valid,H5,18.4,Found,01/01/1983,-76.69889,159.39833,(-76.69889; 159.39833)
Allan Hills 83056,576,Valid,H5,1.4,Found,01/01/1983,-76.82197,158.21415,(-76.82197; 158.21415)
Allan Hills 83057,577,Valid,H5,62.9,Found,01/01/1983,-76.69389,159.38945,(-76.69389; 159.38945)
Allan Hills 83058,578,Valid,L6,29.2,Found,01/01/1983,-76.80682,158.03566,(-76.80682; 158.03566)
Allan Hills 83059,579,Valid,H5,3.5,Found,01/01/1983,-76.82193,158.21327,(-76.82193; 158.21327)
Allan Hills 83060,580,Valid,H5,8.8,Found,01/01/1983,-76.74,159.38167,(-76.74; 159.38167)
Allan Hills 83061,581,Valid,H5,33.6,Found,01/01/1983,-76.71602,158.73123,(-76.71602; 158.73123)
Allan Hills 83062,582,Valid,H5,76.9,Found,01/01/1983,-76.71893,158.771,(-76.71893; 158.771)
Allan Hills 83063,583,Valid,L6,16.9,Found,01/01/1983,-76.77111,159.2875,(-76.77111; 159.2875)
Allan Hills 83064,584,Valid,H5,12.4,Found,01/01/1983,-76.72038,158.76546,(-76.72038; 158.76546)
Allan Hills 83065,585,Valid,H5,53.6,Found,01/01/1983,-76.71088,158.78134,(-76.71088; 158.78134)
Allan Hills 83066,586,Valid,H5,45.9,Found,01/01/1983,-76.71951,158.76862,(-76.71951; 158.76862)
Allan Hills 83067,587,Valid,L6,95.8,Found,01/01/1983,-76.74194,159.38083,(-76.74194; 159.38083)
Allan Hills 83068,588,Valid,H5,0.8,Found,01/01/1983,-76.81435,158.13615,(-76.81435; 158.13615)
Allan Hills 83069,589,Valid,L5,78.2,Found,01/01/1983,-76.69944,159.12306,(-76.69944; 159.12306)
Allan Hills 83070,590,Valid,LL6,215.7,Found,01/01/1983,-76.82202,158.13059,(-76.82202; 158.13059)
Allan Hills 83071,591,Valid,H6,4.9,Found,01/01/1983,-76.69917,159.39861,(-76.69917; 159.39861)
Allan Hills 83072,592,Valid,H5,1.6,Found,01/01/1983,-76.8128,158.11533,(-76.8128; 158.11533)
Allan Hills 83073,593,Valid,H5,49.2,Found,01/01/1983,-76.71424,158.80149,(-76.71424; 158.80149)
Allan Hills 83074,594,Valid,H5,6.4,Found,01/01/1983,-76.77046,158.15787,(-76.77046; 158.15787)
Allan Hills 83100,595,Valid,CM1/2,3019,Found,01/01/1983,-76.71667,159.66667,(-76.71667; 159.66667)
Allan Hills 83101,596,Valid,L6,639.2,Found,01/01/1983,-76.98533,156.87608,(-76.98533; 156.87608)
Allan Hills 83102,597,Valid,CM2,1786.2,Found,01/01/1983,-77.04164,157.15458,(-77.04164; 157.15458)
Allan Hills 83103,598,Valid,H6,51.8,Found,01/01/1983,-76.96968,156.9094,(-76.96968; 156.9094)
Allan Hills 83104,599,Valid,H5,2.1,Found,01/01/1983,-76.96391,156.90554,(-76.96391; 156.90554)
Allan Hills 83105,600,Valid,L6,0.7,Found,01/01/1983,-77.04139,157.05861,(-77.04139; 157.05861)
Allan Hills 83106,601,Valid,CM2,22.3,Found,01/01/1983,-76.96393,156.90753,(-76.96393; 156.90753)
Allan Hills 83107,602,Valid,H5,38.4,Found,01/01/1983,-76.987,156.87283,(-76.987; 156.87283)
Allan Hills 83108,603,Valid,CO3.5,1519.4,Found,01/01/1983,-77.04639,157.07722,(-77.04639; 157.07722)
Allan Hills 84001,604,Valid,Martian (OPX),1930.9,Found,01/01/1984,-76.92031,156.77355,(-76.92031; 156.77355)
Allan Hills 84002,605,Valid,L6,7554,Found,01/01/1984,-76.74254,158.82886,(-76.74254; 158.82886)
Allan Hills 84003,606,Valid,H5,3088.7,Found,01/01/1984,-76.73217,158.6696,(-76.73217; 158.6696)
Allan Hills 84004,607,Valid,H4,9000,Found,01/01/1984,-76.73156,158.67942,(-76.73156; 158.67942)
Allan Hills 84005,608,Valid,L5,12000,Found,01/01/1984,-76.89102,156.89321,(-76.89102; 156.89321)
Allan Hills 84006,609,Valid,H4/5,16000,Found,01/01/1984,-76.76228,158.77438,(-76.76228; 158.77438)
Allan Hills 84007,610,Valid,Aubrite,705.6,Found,01/01/1984,-76.87783,158.50193,(-76.87783; 158.50193)
Bouri,47701,Valid,H4,9100,Found,01/01/1996,10.26667,40.56667,(10.26667; 40.56667)
Allan Hills 84008,611,Valid,Aubrite,301.6,Found,01/01/1984,-76.88238,158.57931,(-76.88238; 158.57931)
Allan Hills 84009,612,Valid,Aubrite,335.6,Found,01/01/1984,-76.86569,158.52417,(-76.86569; 158.52417)
Allan Hills 84010,613,Valid,Aubrite,303,Found,01/01/1984,-76.88572,158.61378,(-76.88572; 158.61378)
Allan Hills 84011,614,Valid,Aubrite,138.2,Found,01/01/1984,-76.87851,158.61831,(-76.87851; 158.61831)
Allan Hills 84012,615,Valid,Aubrite,224.7,Found,01/01/1984,-76.88304,158.53214,(-76.88304; 158.53214)
Allan Hills 84013,616,Valid,Aubrite,159.9,Found,01/01/1984,-76.8982,158.59203,(-76.8982; 158.59203)
Allan Hills 84014,617,Valid,Aubrite,49.4,Found,01/01/1984,-76.88435,158.67508,(-76.88435; 158.67508)
Allan Hills 84015,618,Valid,Aubrite,263.9,Found,01/01/1984,-76.88495,158.60279,(-76.88495; 158.60279)
Allan Hills 84016,619,Valid,Aubrite,149.7,Found,01/01/1984,-76.88429,158.58777,(-76.88429; 158.58777)
Allan Hills 84017,620,Valid,Aubrite,79.8,Found,01/01/1984,-76.88322,158.662,(-76.88322; 158.662)
Allan Hills 84018,621,Valid,Aubrite,81.7,Found,01/01/1984,-76.86224,158.51818,(-76.86224; 158.51818)
Allan Hills 84019,622,Valid,Aubrite,93.2,Found,01/01/1984,-76.84714,158.50969,(-76.84714; 158.50969)
Allan Hills 84020,623,Valid,Aubrite,191.1,Found,01/01/1984,-76.86997,158.53785,(-76.86997; 158.53785)
Allan Hills 84021,624,Valid,Aubrite,35.7,Found,01/01/1984,-76.85453,158.50622,(-76.85453; 158.50622)
